,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
6104,Angraecum longinode Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens,Angraecum costatum Frapp. ex Cordem.,Angraecum costatum
6288,Mystacidium spicatum Cordem.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum,Angraecum parvulum Ayres ex S.Moore,Angraecum parvulum
6542,Anthurium macdougallii Matuda,Anthurium andicola Liebm.,Anthurium andicola Liebm.,Anthurium andicola Liebm.,Anthurium andicola,Anthurium macdougallii Matuda,Anthurium macdougallii
8580,Asperula saxatilis Lam.,Cynanchica nitida subsp. nitida,Cynanchica nitida subsp. nitida,Cynanchica nitida subsp. nitida,Cynanchica nitida,Cynanchica pyrenaica subsp. cynanchica (L.) P.Caputo & Del Guacchio,Cynanchica pyrenaica
8647,Aspidosperma quirandy Hassl.,Aspidosperma australe Müll.Arg.,Aspidosperma australe Müll.Arg.,Aspidosperma australe Müll.Arg.,Aspidosperma australe,Aspidosperma quirandy Hassl.,Aspidosperma quirandy
8672,Aspidosperma marcgravianum Woodson,Aspidosperma excelsum Benth.,Aspidosperma excelsum Benth.,Aspidosperma excelsum Benth.,Aspidosperma excelsum,Aspidosperma marcgravianum Woodson,Aspidosperma marcgravianum
8874,Attalea camposportoana Burret,Attalea exigua Drude,Attalea exigua Drude,Attalea exigua Drude,Attalea exigua,Attalea compta Mart.,Attalea compta
8884,Attalea gomphococca Mart.,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea,Attalea phalerata Mart. ex Spreng.,Attalea phalerata
8885,Scheelea gomphococca (Mart.) Burret,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea,Attalea phalerata Mart. ex Spreng.,Attalea phalerata
8890,Attalea pycnocarpa Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea,Attalea sagotii (Trail ex Thurn) Wess.Boer,Attalea sagotii
8922,Attalea phalerata var. concinna L.R.Moreno & O.I.Moreno,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata,Attalea cephalotus Poepp. ex Mart.,Attalea cephalotus
8928,Scheelea leandroana Barb.Rodr.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata,Attalea butyracea (Mutis ex L.f.) Wess.Boer,Attalea butyracea
9361,Baissea laxiflora Stapf,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea multiflora,Baissea laxiflora Stapf,Baissea laxiflora
9362,Baissea thollonii Hua,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea multiflora A.DC.,Baissea multiflora,Baissea laxiflora Stapf,Baissea laxiflora
9439,Ballota nigra var. meridionalis Bég.,Ballota nigra subsp. nigra,Ballota nigra subsp. nigra,Ballota nigra subsp. nigra,Ballota nigra,Ballota nigra subsp. meridionalis (Bég.) Bég.,Ballota nigra
9440,Ballota nigra subsp. meridionalis (Bég.) Bég.,Ballota nigra subsp. nigra,Ballota nigra subsp. nigra,Ballota nigra subsp. nigra,Ballota nigra,Ballota nigra subsp. meridionalis (Bég.) Bég.,Ballota nigra
9565,Elaeagia glomiflora Standl.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis,Bathysa mollis (Rusby) C.M.Taylor & Mald.,Bathysa mollis
9567,Elaeagia mollis Rusby,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis,Bathysa mollis (Rusby) C.M.Taylor & Mald.,Bathysa mollis
10136,Betula pubescens f. helvola Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10139,Betula pubescens f. falcata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10140,Betula pubescens f. latisquama Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10141,Betula pubescens f. obtusata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10142,Betula pubescens f. barbara Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10143,Betula pubescens f. submontana Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10144,Betula pubescens f. nemoralis Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10145,Betula pubescens f. nemorosa Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10146,Betula pubescens f. auriculata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10148,Betula pubescens f. mellifera Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10149,Betula pubescens f. dumetorum Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10150,Betula pubescens f. parallela Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10151,Betula pubescens f. stenocarpa Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10152,Betula pubescens f. curtipendula Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10153,Betula pubescens f. torminalis Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10154,Betula pubescens f. turgida Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10155,Betula pubescens f. amoena Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10156,Betula pubescens f. ludens Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10157,Betula pubescens f. depressa Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10158,Betula pubescens f. suberecta Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10159,Betula pubescens f. horrida Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10160,Betula pubescens f. hirsuta Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10161,Betula pubescens f. populifomis Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10162,Betula pubescens f. cordata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10163,Betula pubescens f. reticulata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens,Betula pubescens var. pubescens,Betula pubescens
10551,Bletia jucunda Linden & Rchb.f.,Bletia reflexa Lindl.,Bletia reflexa Lindl.,Bletia reflexa Lindl.,Bletia reflexa,Bletia jucunda Linden & Rchb.f.,Bletia jucunda
11177,Bruxanelia Dennst.,Blachia Baill.,Blachia Baill.,Blachia Baill.,,Ehretia P.Browne,
11754,Cirrhopetalum wallichii J.Graham,Bulbophyllum fibratum (Gagnep.) Seidenf.,Bulbophyllum fibratum (Gagnep.) Seidenf.,Bulbophyllum fibratum (Gagnep.) Seidenf.,Bulbophyllum fibratum,Bulbophyllum fimbriatum (Lindl.) Rchb.f.,Bulbophyllum fimbriatum
12230,Trias pusilla J.Joseph & H.Deka,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme,"Bulbophyllum jejosephii J.J.Verm., Schuit. & de Vogel",Bulbophyllum jejosephii
13403,Phyllotaenium André,Caladium Vent.,Caladium Vent.,Caladium Vent.,,Phyllotaenium André,
13844,"Calamus pachypus W.J.Baker, Bayton, J.Dransf. & Maturb.",Calamus vitiensis Warb. ex Becc.,Calamus vitiensis Warb. ex Becc.,Calamus vitiensis Warb. ex Becc.,Calamus vitiensis,"Calamus pachypus W.J.Baker, Bayton, J.Dransf. & Maturb.",Calamus pachypus
14104,Calanthe candida Bosser,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica,Calanthe candida Bosser,Calanthe candida
14147,Calanthe nephroglossa Schltr.,Calanthe triplicata (Willemet) Ames,Calanthe triplicata (Willemet) Ames,Calanthe triplicata (Willemet) Ames,Calanthe triplicata,Calanthe nephroglossa Schltr.,Calanthe nephroglossa
14539,Callitriche palustris var. bifida L.,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica subsp. hermaphroditica,Callitriche hermaphroditica,Callitriche palustris subsp. palustris,Callitriche palustris
14564,Callitriche capricorni R.Mason,Callitriche sonderi Hegelm.,Callitriche sonderi Hegelm.,Callitriche sonderi Hegelm.,Callitriche sonderi,Callitriche capricorni R.Mason,Callitriche capricorni
14909,Martiusella Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Martiusella Pierre,
14921,Ragala Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Ragala Pierre,
14923,Chloroluma Baill.,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Chloroluma Baill.,
15038,Caperonia hystrix Pax & K.Hoffm.,Caperonia linearifolia A.St.-Hil.,Caperonia linearifolia A.St.-Hil.,Caperonia linearifolia A.St.-Hil.,Caperonia linearifolia,Caperonia hystrix Pax & K.Hoffm.,Caperonia hystrix
16912,Cheirostylis pabongensis Lucksom,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis,Cheirostylis yunnanensis var. yunnanensis,Cheirostylis yunnanensis
16914,Cheirostylis munnacampensis A.N.Rao,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis,Cheirostylis yunnanensis var. yunnanensis,Cheirostylis yunnanensis
16915,Cheirostylis josephi Schltr.,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis,Cheirostylis yunnanensis var. yunnanensis,Cheirostylis yunnanensis
16969,Chilocarpus malabaricus Bedd.,Chilocarpus denudatus Blume,Chilocarpus denudatus Blume,Chilocarpus denudatus Blume,Chilocarpus denudatus,Chilocarpus malabaricus Bedd.,Chilocarpus malabaricus
17069,Chiropetalum lineatum Klotzsch,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum,Chiropetalum latifolium (Chodat & Hassl.) J.Külkamp,Chiropetalum latifolium
17072,Chiropetalum tricoccum f. latifolium Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum (Vell.) Chodat & Hassl.,Chiropetalum tricoccum,Chiropetalum latifolium (Chodat & Hassl.) J.Külkamp,Chiropetalum latifolium
17248,Prieurella Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Prieurella Pierre,
17301,Achrouteria Eyma,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Achrouteria Eyma,
17321,Cornuella Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Cornuella Pierre,
17324,Fibrocentrum Pierre ex Glaziou,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Chloroluma Baill.,
17778,Sarcanthus flagellaris Schltr.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum
17779,Cleisostoma flagellare (Schltr.) Garay,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum
17780,Sarcanthus flagelliformis Rolfe ex Downie,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum
17781,Cleisostoma flagelliforme (Rolfe ex Downie) Garay,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum
17783,Cleisostoma crucicallum (Burkill) Garay,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum
17784,Sarcanthus geoffrayi Guillaumin,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum
17785,Sarcanthus crucicallus (Burkill) Seidenf. & Smitinand,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum
17786,Saccolabium crucicallus Burkill,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum
18101,Clerodendrum capitatum var. conglobatum (Baker) B.Thomas,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum
18103,Clerodendrum capitatum var. talbotii (Wernham) B.Thomas,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum
18104,Clerodendrum conglobatum Baker,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum
18105,Clerodendrum capitatum Hook.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum
18107,Clerodendrum whitfieldii Seem.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum
18108,Clerodendrum talbotii Wernham,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum
18109,Clerodendrum obanense Wernham,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum
18111,Siphonanthus conglobatus (Baker) Hiern,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum
18258,Clerodendrum ringoetii De Wild.,Rotheca myricoides subsp. myricoides,Rotheca myricoides subsp. myricoides,Rotheca myricoides subsp. myricoides,Rotheca myricoides,Rotheca luembensis subsp. luembensis,Rotheca luembensis
18806,Exorrhiza vaupelii Burret,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii,Clinostigma savaiiense Christoph.,Clinostigma savaiiense
18807,Clinostigma savaiiense Christoph.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii,Clinostigma savaiiense Christoph.,Clinostigma savaiiense
18808,Clinostigma vaupelii Burret,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii,Clinostigma savaiiense Christoph.,Clinostigma savaiiense
19200,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne cycnoches
19754,Congea forbesii var. ridleyana Munir,Congea forbesii King & Gamble,Congea forbesii King & Gamble,Congea forbesii King & Gamble,Congea forbesii,Congea forbesii var. ridleyana Munir,Congea forbesii
19797,Coprosma acerosa var. brunnea Kirk,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma acerosa A.Cunn.,Coprosma acerosa,Coprosma brunnea (Kirk) Cockayne,Coprosma brunnea
20715,Eucalyptus variegata F.Muell.,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora,Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia variegata
20728,Eucalyptus capricornia D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia
20730,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia
20731,Eucalyptus drysdalensis D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia,Corymbia drysdalensis (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia drysdalensis
20754,Eucalyptus lamprophylla Brooker & A.R.Bean,Corymbia stockeri subsp. stockeri,Corymbia stockeri subsp. stockeri,Corymbia stockeri subsp. stockeri,Corymbia stockeri,Corymbia lamprophylla (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia lamprophylla
20782,Corymbia setosa subsp. pedicellaris K.D.Hill & L.A.S.Johnson,Corymbia setosa (Schauer) K.D.Hill & L.A.S.Johnson,Corymbia setosa (Schauer) K.D.Hill & L.A.S.Johnson,Corymbia setosa (Schauer) K.D.Hill & L.A.S.Johnson,Corymbia setosa,Corymbia setosa subsp. pedicellaris K.D.Hill & L.A.S.Johnson,Corymbia setosa
21521,Croton adumbratus Croizat,Croton erythrostachys var. erythrostachys,Croton erythrostachys var. erythrostachys,Croton erythrostachys var. erythrostachys,Croton erythrostachys,Croton adumbratus Croizat,Croton adumbratus
21539,Croton ferrugineus var. elegans (Kunth) Müll.Arg.,Croton ferrugineus Kunth,Croton ferrugineus Kunth,Croton ferrugineus Kunth,Croton ferrugineus,Croton elegans Kunth,Croton elegans
21542,Croton elegans Kunth,Croton ferrugineus Kunth,Croton ferrugineus Kunth,Croton ferrugineus Kunth,Croton ferrugineus,Croton elegans Kunth,Croton elegans
21546,Oxydectes albida (Müll.Arg.) Kuntze,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton humilis L.,Croton humilis
21556,Croton cascarilla Lam.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton eluteria (L.) W.Wright,Croton eluteria
21557,Croton albidus Müll.Arg.,Croton flavens L.,Croton flavens L.,Croton flavens L.,Croton flavens,Croton humilis L.,Croton humilis
