taxon_name_w_authors,v10_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
Allocarya muricata (Ruiz & Pav.) Reiche,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis,Plagiobothrys muricatus (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys muricatus
Eritrichium muricatum (Ruiz & Pav.) A.DC.,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis,Plagiobothrys muricatus (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys muricatus
Plagiobothrys muricatus (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys humilis,Plagiobothrys muricatus (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys muricatus
Allocarya tenuifolia var. longipes (Phil.) Reiche,Plagiobothrys tenuifolius (A.Gray) I.M.Johnst.,Plagiobothrys tenuifolius (A.Gray) I.M.Johnst.,Plagiobothrys corymbosus (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys corymbosus,Plagiobothrys pedicellaris (Phil.) I.M.Johnst.,Plagiobothrys pedicellaris
Allocarya capitata (Clos ex Gay) Brand,Plagiobothrys tenuifolius (A.Gray) I.M.Johnst.,Plagiobothrys tenuifolius (A.Gray) I.M.Johnst.,Plagiobothrys corymbosus (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys corymbosus,Plagiobothrys pedicellaris (Phil.) I.M.Johnst.,Plagiobothrys pedicellaris
Allocarya capitata var. longipes (Phil.) Brand,Plagiobothrys tenuifolius (A.Gray) I.M.Johnst.,Plagiobothrys tenuifolius (A.Gray) I.M.Johnst.,Plagiobothrys corymbosus (Ruiz & Pav.) I.M.Johnst.,Plagiobothrys corymbosus,Plagiobothrys pedicellaris (Phil.) I.M.Johnst.,Plagiobothrys pedicellaris
Notocactus × erubescens f. schlosseri (Vliet) N.Gerloff & Neduchal,Parodia × erubescens (Osten) D.R.Hunt,Parodia × erubescens (Osten) D.R.Hunt,Parodia × erubescens (Osten) D.R.Hunt,Parodia × erubescens,"Parodia schlosseri (Vliet) Hofacker, A.S.Oliveira & R.Pontes",Parodia schlosseri
Sedum sachalinense (Boriss.) Vorosch.,Rhodiola rosea L.,Rhodiola rosea L.,Rhodiola rosea L.,Rhodiola rosea,Rhodiola sachalinensis Boriss.,Rhodiola sachalinensis
Rhodiola rosea subsp. borealis (Boriss.) A.P.Khokhr. & Kuvaev,Rhodiola rosea L.,Rhodiola rosea L.,Rhodiola rosea L.,Rhodiola rosea,Rhodiola borealis Boriss.,Rhodiola borealis
Rhodiola rosea subsp. sachalinensis (Boriss.) S.B.Gontch.,Rhodiola rosea L.,Rhodiola rosea L.,Rhodiola rosea L.,Rhodiola rosea,Rhodiola sachalinensis Boriss.,Rhodiola sachalinensis
Sulcorebutia torotorensis (Cárdenas) F.H.Brandt,Rebutia mentosa subsp. purpurea (Donald & A.B.Lau) Donald ex D.R.Hunt,Rebutia mentosa subsp. purpurea (Donald & A.B.Lau) Donald ex D.R.Hunt,Weingartia purpurea Donald & A.B.Lau,Weingartia purpurea,Weingartia torotorensis Cárdenas,Weingartia torotorensis
Cinnabarinea torotorensis (Cárdenas) F.Ritter,Rebutia mentosa subsp. purpurea (Donald & A.B.Lau) Donald ex D.R.Hunt,Rebutia mentosa subsp. purpurea (Donald & A.B.Lau) Donald ex D.R.Hunt,Weingartia purpurea Donald & A.B.Lau,Weingartia purpurea,Weingartia torotorensis Cárdenas,Weingartia torotorensis
Rostellularia vahliana (Schult.) Mabb.,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis,Rostellularia vahliana (Schult.) Mabb.,Rostellularia vahliana
Justicia vahlii var. rupicola (J.L.Ellis) Karthik. & Moorthy,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis (J.Koenig ex Roxb.) Nees,Rostellularia quinqueangularis,Rostellularia vahliana (Schult.) Mabb.,Rostellularia vahliana
Rumex australis (Willk.) A.Fern.,Rumex acetosella subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,Rumex acetosella subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,Rumex acetosella subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,Rumex acetosella,Rumex acetosella subsp. angiocarpus (Murb.) Murb.,Rumex acetosella
Acetosella multifida subsp. australis (Willk.) Kubát,Rumex acetosella subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,Rumex acetosella subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,Rumex acetosella subsp. pyrenaicus (Pourr. ex Lapeyr.) Akeroyd,Rumex acetosella,Rumex acetosella subsp. angiocarpus (Murb.) Murb.,Rumex acetosella
Trichosanthes bracteata var. scotanthus (C.B.Clarke) Hand.-Mazz.,Trichosanthes wallichiana (Ser.) Wight,Trichosanthes wallichiana (Ser.) Wight,Trichosanthes wallichiana (Ser.) Wight,Trichosanthes wallichiana,Trichosanthes wallichiana subsp. wallichiana,Trichosanthes wallichiana
"Tridimeris baillonii G.E.Schatz ex Maas, E.A.Mennega & Westra",Tridimeris hahniana Baill.,Tridimeris hahniana Baill.,Tridimeris hahniana Baill.,Tridimeris hahniana,Tridimeris nebulosa Ortíz-Rodr. & Hurt.-Rev.,Tridimeris nebulosa
Tephrocactus setiger subsp. deminutus (Rausch) G.Popov,Tephrocactus weberi (Speg.) Backeb.,Tephrocactus weberi (Speg.) Backeb.,Tephrocactus aulacothele subsp. aulacothele,Tephrocactus aulacothele,Tephrocactus aulacothele subsp. deminutus (Rausch) R.Kiesling & Oakley,Tephrocactus aulacothele
Ursopuntia textoris var. deminuta (Rausch) P.V.Heath,Tephrocactus weberi (Speg.) Backeb.,Tephrocactus weberi (Speg.) Backeb.,Tephrocactus aulacothele subsp. aulacothele,Tephrocactus aulacothele,Tephrocactus aulacothele subsp. deminutus (Rausch) R.Kiesling & Oakley,Tephrocactus aulacothele
Ulex richteri (Rouy) A.W.Hill,Ulex gallii Planch.,Ulex gallii Planch.,Ulex gallii Planch.,Ulex gallii,Ulex gallii subsp. gallii,Ulex gallii
Vigna marina subsp. riukiuensis (Ohwi) S.S.Ying,Vigna marina (Burm.) Merr.,Vigna marina (Burm.) Merr.,Vigna marina (Burm.) Merr.,Vigna marina,Vigna minima (Roxb.) Ohwi & H.Ohashi,Vigna minima
Cyanococcus elliottii (Chapm.) Small,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium elliottii Chapm.,Vaccinium elliottii
Vaccinium elliottii Chapm.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium elliottii Chapm.,Vaccinium elliottii
Vaccinium corymbosum var. amoenum (Aiton) A.Gray,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium virgatum Aiton,Vaccinium virgatum
Cyanococcus fuscatus (Aiton) Small,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium fuscatum Aiton,Vaccinium fuscatum
Cyanococcus atrococcus (A.Gray) Small,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium fuscatum Aiton,Vaccinium fuscatum
Vaccinium atrococcum (A.Gray) A.Heller,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium fuscatum Aiton,Vaccinium fuscatum
Cyanococcus virgatus (Aiton) Small,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium virgatum Aiton,Vaccinium virgatum
Vaccinium corymbosum var. fuscatum (Aiton) Hook.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum L.,Vaccinium corymbosum,Vaccinium fuscatum Aiton,Vaccinium fuscatum
Valeriana sitchensis var. hookeri (Shuttlew.) G.N.Jones,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri,Valeriana sitchensis Bong.,Valeriana sitchensis
Valeriana hookeri Shuttlew.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri,Valeriana sitchensis Bong.,Valeriana sitchensis
Valeriana capitata var. hookeri (Shuttlew.) Torr. & A.Gray,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri Rydb.,Valeriana scouleri,Valeriana sitchensis Bong.,Valeriana sitchensis
Veronica gracilis var. arguta C.Moore,Veronica gracilis R.Br.,Veronica gracilis R.Br.,Veronica gracilis R.Br.,Veronica gracilis,Veronica brownii Roem. & Schult.,Veronica brownii
Veronica peduncularis var. umbrosa (M.Bieb.) Boiss.,Veronica peduncularis M.Bieb.,Veronica peduncularis M.Bieb.,Veronica peduncularis M.Bieb.,Veronica peduncularis,Veronica umbrosa M.Bieb.,Veronica umbrosa
Viola obliqua var. crenulata (Greene) Farw.,Viola affinis Leconte,Viola affinis Leconte,Viola affinis Leconte,Viola affinis,Viola × venustula Greene,Viola × venustula
Dela Adans.,Seseli L.,Seseli L.,Seseli L.,,Libanotis Haller ex Zinn,
Achyranthes lindaviana (Peter) Schinz ex Peter,Sericocomopsis hildebrandtii Schinz,Sericocomopsis hildebrandtii Schinz,"Cyathula hildebrandtii (Schinz) Di Vincenzo, Berends., Wondafr. & Borsch",Cyathula hildebrandtii,"Cyathula meruensis (Suess.) Di Vincenzo, Berends., Wondafr. & Borsch",Cyathula meruensis
Alsine confertiflora (Fenzl) Rouy & Foucaud,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
Alsine tenuifolia var. arvatica (Guss.) Caldesi,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
Alsine tenuifolia var. mucronata Boiss.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
Alsine tenuifolia proles confertiflora (Fenzl) Rouy & Foucaud,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
Minuartia tenuifolia var. arvatica (C.Presl) Maire,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
Minuartia tenuifolia var. confertiflora (Fenzl) Briq.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
Alsine tenuifolia proles arvatica (C.Presl) Rouy & Foucaud,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
Minuartia leptophylla J.Groves,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea (Ledeb. ex Link) Rchb.,Sabulina mediterranea,Sabulina mediterranea subsp. mediterranea,Sabulina mediterranea
Ancistrocactus scheeri f. megarrhizus (Rose) Krainz,Sclerocactus scheeri (Salm-Dyck) N.P.Taylor,Sclerocactus scheeri (Salm-Dyck) N.P.Taylor,Sclerocactus scheeri (Salm-Dyck) N.P.Taylor,Sclerocactus scheeri,Sclerocactus megarrhizus (Rose) Lodé,Sclerocactus megarrhizus
Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
Brittonrosea zacatecasensis (Britton & Rose) Speg.,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
Efossus zacatecasensis (Britton & Rose) Orcutt,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
Echinofossulocactus multicostatus f. erectocentrus (Backeb.) P.V.Heath,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. multicostatus,Stenocactus multicostatus
Echinofossulocactus multicostatus f. zacatecasensis (Britton & Rose) P.V.Heath,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
Echinofossulocactus multicostatus var. zacatecasensis (Britton & Rose) Lodé,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus (Daul) A.Berger,Stenocactus multicostatus,Stenocactus multicostatus subsp. zacatecasensis (Britton & Rose) U.Guzmán & Vázq.-Ben.,Stenocactus multicostatus
Silene pteroneura (Ball) F.N.Williams,Silene stricta L.,Silene stricta L.,Silene stricta L.,Silene stricta,Silene antirrhina L.,Silene antirrhina
Spergula fascicularis (Lönnr.) Johanss.,Spergularia media (L.) C.Presl,Spergularia media (L.) C.Presl,Spergularia media (L.) C.Presl,Spergularia media,Spergularia media subsp. media,Spergularia media
Gastrolychnis popovii Peschkova,Silene wahlbergella Chowdhuri,Silene wahlbergella Chowdhuri,Silene wahlbergella Chowdhuri,Silene wahlbergella,Silene uralensis subsp. uralensis,Silene uralensis
Isnardia repens DC.,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides,Ludwigia peploides subsp. peploides,Ludwigia peploides
Jussiaea swartziana DC.,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides,Ludwigia peploides subsp. peploides,Ludwigia peploides
Lycium torreyi var. wrightii (A.Gray) Jeps.,Lycium torreyi A.Gray,Lycium torreyi A.Gray,Lycium torreyi A.Gray,Lycium torreyi,Lycium andersonii A.Gray,Lycium andersonii
Lecanthus wightii Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis,Lecanthus obtusus (Royle) Hand.-Mazz.,Lecanthus obtusus
Lecanthus major Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis,Lecanthus peduncularis var. major Wedd.,Lecanthus peduncularis
Lecanthus obtusus (Royle) Hand.-Mazz.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis (Royle) Wedd.,Lecanthus peduncularis,Lecanthus obtusus (Royle) Hand.-Mazz.,Lecanthus obtusus
Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana Santa & Simonn.,Linaria bordiana,Linaria bordiana subsp. kralikiana (Maire) D.A.Sutton,Linaria bordiana
Malva pulchella var. abyssinica (A.Braun) Hedl.,Malva verticillata L.,Malva verticillata L.,Malva verticillata L.,Malva verticillata,Malva verticillata var. verticillata,Malva verticillata
Malvastrum fremontii var. niveum (Eastw.) McMinn,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii,Malacothamnus jonesii var. niveus (Eastw.) K.Morse,Malacothamnus jonesii
Malacothamnus niveus (Eastw.) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii,Malacothamnus jonesii var. niveus (Eastw.) K.Morse,Malacothamnus jonesii
Malvastrum niveum Eastw.,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii (Munz) Kearney,Malacothamnus jonesii,Malacothamnus jonesii var. niveus (Eastw.) K.Morse,Malacothamnus jonesii
Malvastrum fasciculatum var. catalinense (Eastw.) McMinn,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. catalinensis (Eastw.) Kearney,Malacothamnus fasciculatus
Malvastrum fasciculatum var. nesioticum (B.L.Rob.) McMinn,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
Malvastrum fasciculatum var. nuttallii (Abrams) McMinn,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
Malacothamnus nesioticus (B.L.Rob.) Abrams,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
Malacothamnus fasciculatus subsp. splendidus (Kellogg) Abrams,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. laxiflorus (A.Gray) Kearney,Malacothamnus fasciculatus
Malacothamnus parishii (Eastw.) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. laxiflorus (A.Gray) Kearney,Malacothamnus fasciculatus
Malacothamnus fasciculatus subsp. catalinensis (Eastw.) Thorne,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. catalinensis (Eastw.) Kearney,Malacothamnus fasciculatus
Malacothamnus fasciculatus var. splendidus (Kellogg) Abrams,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. laxiflorus (A.Gray) Kearney,Malacothamnus fasciculatus
Sphaeralcea fasciculata var. nesiotica (B.L.Rob.) Jeps.,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
Malacothamnus hallii (Eastw.) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus arcuatus var. elmeri (Jeps.) K.Morse,Malacothamnus arcuatus
Sphaeralcea fasciculata var. nuttallii (Abrams) Jeps.,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
Sphaeralcea nesiotica (B.L.Rob.) Jeps.,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
Malvastrum nuttallii (Abrams) Davidson & Moxley,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
Malveopsis splendida (Kellogg) Kuntze,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. laxiflorus (A.Gray) Kearney,Malacothamnus fasciculatus
Malvastrum nesioticum subsp. nuttallii (Abrams) Wiggins,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
Malacothamnus fasciculatus var. nuttallii (Abrams) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus nuttallii Abrams,Malacothamnus nuttallii
Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. nesioticus (B.L.Rob.) Kearney,Malacothamnus fasciculatus
Malacothamnus fasciculatus var. catalinensis (Eastw.) Kearney,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus (Nutt.) Greene,Malacothamnus fasciculatus,Malacothamnus fasciculatus var. catalinensis (Eastw.) Kearney,Malacothamnus fasciculatus
